0.923891	102105	2	1	1	.	2	2	48	0	1	1	1	1	1	1	1	1	0
0.58285	102106	2	1	2	2	2	2	40.28	0	0	0	0	0	1	0	0	0	1
0.22187	102107	2	1	2	2	1	3	.	0	0	1	1	1	1	1	1	0	1
0.496371	102108	2	1	1	2	2	3	51.63	0	0	1	1	1	0	0	0	1	0
0.626904	102109	2	1	2	2	4	2	36.56	0	1	0	0	1	0	0	0	0	1
0.45864	102110	2	1	1	1	2	3	44.12	0	0	0	0	1	1	1	1	1	0
0.35267	102111	2	1	1	2	1	2	.	1	1	1	1	1	1	1	1	1	0
0.337594	102112	2	1	2	2	1	3	34.69	1	1	0	1	0	1	0	1	0	1
0.178629	102113	2	1	1	1	5	2	56.13	0	1	1	1	1	1	1	1	0	0
0.308108	102114	2	1	1	2	4	3	.	1	1	1	1	1	1	0	1	1	0
0.062639	102115	2	1	2	1	2	3	71.46	1	1	1	0	0	1	1	1	1	1
0.802696	102116	2	1	2	1	1	1	42.4	0	0	0	0	1	1	0	1	1	1
0.237626	102117	2	1	2	1	1	3	.	0	0	1	0	1	0	0	1	1	1
0.237789	102118	2	1	1	.	.	2	49.11	.	.	.	.	.	.	.	.	.	0
0.889145	102119	2	1	1	1	.	3	.	1	1	1	0	0	1	1	1	1	0
0.470002	102120	2	1	1	1	3	2	36.61	1	0	0	.	1	1	1	1	1	0
0.625257	102121	2	1	2	2	3	3	.	1	0	1	0	1	0	1	0	0	1
0.160967	102122	2	1	2	2	2	2	42.74	1	1	1	0	1	1	1	1	1	1
0.250834	102123	2	1	2	1	.	2	39.46	1	1	1	1	1	0	1	1	1	1
0.826909	102124	2	1	1	2	1	3	.	1	1	1	1	1	1	0	1	1	0
0.655552	102125	2	1	2	2	3	2	.	0	0	1	0	1	1	1	1	1	1
0.419133	102126	2	1	1	2	2	2	32.93	.	1	1	0	0	1	1	1	1	0
0.376232	102127	2	1	1	1	2	2	.	1	1	1	0	1	1	1	1	1	0
0.594363	102128	2	1	1	2	4	2	46.69	1	0	1	1	1	1	1	1	1	0
0.580509	102129	2	1	2	2	4	1	.	1	1	1	1	1	1	1	1	1	1
0.299568	102130	2	1	1	2	2	2	77.24	1	1	1	1	1	1	0	1	1	0
0.628801	102132	2	1	2	2	2	2	.	1	1	1	0	0	1	1	1	1	1
0.698121	102133	2	1	2	.	1	3	37.96	1	1	1	0	1	0	0	1	1	1
0.634858	102134	2	1	2	2	2	2	.	1	1	1	1	1	1	1	1	1	1
0.017962	102135	2	1	2	1	.	2	.	1	1	1	0	0	.	0	0	0	1
0.731262	102136	2	1	2	1	4	2	45.3	1	1	1	1	1	1	0	1	1	1
0.262973	102137	2	1	2	2	4	4	.	0	0	0	1	1	0	0	0	0	1
0.228029	102138	2	1	1	2	.	2	68.6	1	1	1	1	0	1	1	1	1	0
0.60111	102139	2	1	2	2	2	3	38.03	0	0	0	0	0	0	0	0	0	1
0.337238	102140	2	1	2	3	2	3	44.42	0	1	0	0	0	1	1	1	0	1
0.397604	102141	2	1	1	2	1	3	46.26	0	0	0	1	0	1	1	1	0	0
0.862205	102142	2	1	2	1	2	3	43.74	1	0	1	1	1	1	1	1	1	1
0.321077	102143	2	1	2	2	.	.	.	1	0	1	0	0	1	0	1	1	1
0.12492	102144	2	1	2	3	.	2	.	0	1	1	0	1	0	0	1	0	1
0.490856	102145	2	1	2	2	.	2	.	0	0	0	0	0	1	0	0	1	1
0.478239	102146	2	1	2	2	1	3	.	1	1	1	0	0	1	1	1	1	1
0.878288	102147	2	1	2	2	.	2	.	0	0	0	0	0	1	0	0	0	1
0.993543	102148	2	1	2	1	1	2	70.17	1	1	1	1	1	1	1	1	1	1
0.943235	102149	2	1	2	1	1	3	53.95	0	0	0	0	0	0	0	0	0	1
0.023728	102150	2	1	2	.	.	5	.	.	.	.	.	.	.	.	.	.	1
0.530358	102151	2	1	2	2	2	2	.	1	1	0	0	0	0	0	0	1	1
0.315344	102152	2	1	2	1	1	3	45.32	1	0	1	0	0	1	0	1	1	1
0.32371	102153	2	1	2	1	2	2	.	1	1	1	0	0	1	1	1	1	1
0.768058	102154	2	1	1	2	.	.	.	1	0	0	1	0	1	1	1	1	0
0.581898	102155	2	1	2	1	2	3	.	0	0	0	1	0	0	0	0	0	1
0.518468	102156	2	1	2	2	.	2	56.55	0	0	1	0	0	1	1	1	1	1
0.791214	102157	2	1	2	2	1	1	.	1	1	1	0	1	1	1	1	0	1
0.716497	102158	2	1	2	.	.	2	56.16	1	1	1	1	1	1	1	1	1	1
0.43426	102159	2	1	2	1	2	2	62.91	1	1	1	1	1	1	1	1	1	1
0.400335	102160	2	1	1	5	.	2	45	0	0	0	1	1	1	0	1	1	0
0.939971	102162	2	1	2	1	1	3	.	1	1	1	1	1	1	1	1	1	1
0.156829	102163	2	1	1	1	2	.	.	0	0	0	1	1	0	0	0	0	0
0.981917	102164	2	1	1	2	.	2	.	1	1	1	0	1	1	1	1	0	0
0.702172	103101	2	1	2	1	1	3	.	0	0	0	1	0	1	0	1	0	1
0.235811	103102	2	1	2	1	1	2	.	0	1	1	1	1	0	0	1	0	1
0.448337	103103	2	1	2	2	1	1	.	1	1	1	0	0	1	1	1	1	1
0.608013	103104	2	1	1	1	1	2	40.79	1	1	0	0	0	1	0	0	1	0
0.739463	103105	2	1	1	2	1	1	.	1	1	1	1	1	1	0	1	1	0
0.179829	103106	2	1	2	1	2	2	.	1	1	1	0	1	1	1	1	1	1
0.548019	103108	2	1	1	1	2	2	42.26	1	1	1	0	0	1	1	0	0	0
0.16412	103109	2	1	2	1	2	3	.	1	0	0	.	0	0	1	0	1	1
0.369922	103110	2	1	1	2	.	3	50.52	1	1	1	0	0	.	1	1	0	0
0.97862	103111	2	1	1	2	1	2	51.66	1	1	1	0	0	0	1	1	0	0
0.247092	103112	2	1	1	4	1	2	.	1	1	1	1	1	1	0	1	1	0
0.126142	103113	2	1	1	2	2	3	.	1	1	1	0	1	1	1	1	1	0
0.684172	103114	2	1	2	3	2	3	.	0	0	0	1	0	0	0	1	0	1
0.390531	103118	2	1	1	1	.	2	.	1	1	0	0	0	1	1	1	1	0
0.535784	103119	2	1	2	1	2	3	.	.	.	.	.	.	.	.	.	.	1
0.767941	103120	2	1	1	1	1	3	41.34	1	1	1	0	0	0	0	0	1	0
0.546914	103121	2	1	1	3	4	2	.	1	1	1	0	0	1	1	1	1	0
0.810055	103123	2	1	1	.	.	2	.	1	1	1	0	1	1	1	0	0	0
0.610992	103124	2	1	2	1	1	2	38.89	0	0	0	0	0	0	0	0	1	1
0.100002	103125	2	1	2	.	.	3	51.54	1	1	1	1	1	1	1	1	1	1
0.728657	103126	2	1	1	.	.	3	.	1	1	1	0	1	0	0	0	0	0
0.381554	103127	2	1	1	4	5	2	30.37	1	1	1	0	0	0	0	1	1	0
0.795449	103128	2	1	1	1	.	3	37.32	1	1	0	0	0	1	0	1	1	0
0.175293	103130	2	1	2	3	4	2	.	.	.	.	.	.	.	.	.	.	1
0.385629	103131	2	1	1	2	2	5	.	1	1	0	0	1	0	1	1	0	0
0.64718	103132	2	1	2	2	2	2	.	0	0	.	0	1	1	1	1	1	1
0.095749	103133	2	1	1	1	2	2	.	0	0	1	0	0	1	1	1	1	0
0.507086	103134	2	1	2	2	2	2	.	1	1	1	0	1	1	1	1	1	1
0.312488	103136	2	1	2	1	1	1	.	1	1	0	0	1	0	0	1	1	1
0.288303	103137	2	1	2	2	1	2	.	.	.	.	.	.	.	.	.	.	1
0.69116	103138	2	1	1	2	2	2	54.82	1	1	1	0	1	1	1	1	1	0
0.381025	103139	2	1	2	2	3	3	.	1	1	0	0	0	1	1	1	0	1
0.97233	103140	2	1	2	.	.	3	54.32	.	.	.	.	.	.	.	.	.	1
0.83533	103141	2	1	2	2	2	2	.	0	1	0	1	1	1	0	1	0	1
0.251632	103142	2	1	2	2	3	2	.	.	.	.	.	.	.	.	.	.	1
0.633938	103143	2	1	1	2	.	2	46.41	1	1	1	0	0	1	0	1	1	0
0.562815	103144	2	1	2	2	2	2	.	1	1	1	0	0	1	1	1	1	1
0.549985	103145	2	1	2	2	2	1	45.36	1	1	0	0	0	0	1	0	1	1
0.63626	103146	2	1	2	2	4	2	.	1	0	1	0	0	1	0	0	0	1
0.117408	103147	2	1	2	1	.	1	.	0	0	1	1	1	1	1	1	1	1
0.361531	103148	2	1	1	2	2	3	.	.	.	.	.	.	.	.	.	.	0
0.904196	103149	2	1	1	1	1	3	.	1	1	0	0	0	1	1	1	1	0
0.300013	103150	2	1	2	2	1	1	47.59	0	1	1	1	1	1	0	1	1	1
0.529722	103151	2	1	2	2	2	3	.	1	1	1	1	1	1	0	1	1	1
0.684523	103152	2	1	1	2	.	2	.	.	.	.	.	.	.	.	.	.	0
0.57802	103154	2	1	1	1	1	3	46.18	0	1	0	1	0	0	0	1	1	0
0.153859	103155	2	1	1	1	1	2	.	1	1	1	1	0	0	0	0	0	0
0.788414	103156	2	1	2	2	.	3	42.18	0	0	0	0	0	0	0	0	1	1
0.58705	103157	2	1	1	2	3	2	43.81	1	1	1	1	1	0	0	1	1	0
0.477831	103158	2	1	2	2	2	2	33.46	0	0	1	1	1	1	1	1	1	1
0.531465	103159	2	1	2	2	2	3	44.62	1	1	1	0	1	1	1	1	1	1
0.115833	103161	2	1	1	2	4	2	.	0	0	1	1	1	1	0	1	1	0
0.795212	103162	2	1	1	1	1	1	.	1	1	1	1	0	0	0	0	0	0
0.844108	103164	2	1	1	1	2	2	44.36	1	1	1	1	1	1	1	1	1	0
0.887802	103165	2	1	2	2	4	2	.	1	1	1	0	0	1	1	1	1	1
0.718151	103166	2	1	2	2	1	2	61.23	.	.	.	.	.	.	.	.	.	1
0.212778	103168	2	1	2	3	2	2	.	1	1	1	1	1	0	0	1	1	1
0.814702	103169	2	1	1	2	2	2	.	1	1	1	0	0	0	0	0	1	0
0.866517	103170	2	1	2	1	4	2	.	0	0	0	0	0	1	0	1	0	1
0.77021	104101	2	1	1	2	2	3	84	1	1	1	1	1	1	1	1	1	0
0.836684	104102	2	1	1	4	4	3	70.44	1	1	1	0	1	0	1	1	1	0
0.21749	104103	2	1	1	2	2	3	68.48	0	0	0	0	0	0	0	1	1	0
0.899899	104104	2	1	2	4	4	3	72.01	1	1	1	1	1	0	0	1	0	1
0.833351	104106	2	1	2	2	2	3	49.19	1	0	1	0	0	0	0	0	0	1
0.150258	104108	2	1	1	3	2	3	69.9	0	0	0	.	0	1	0	1	1	0
0.245745	104109	2	1	1	2	3	3	69	1	1	1	1	1	0	0	0	1	0
0.697759	104110	2	1	2	2	3	3	66.37	1	1	1	1	1	1	0	1	1	1
0.067663	104111	2	1	2	2	2	3	62.84	.	.	.	.	.	.	.	.	.	1
0.949898	104112	2	1	2	4	4	3	77.39	1	1	1	0	1	1	1	1	1	1
0.468393	104113	2	1	2	2	.	.	36.83	.	.	.	.	.	.	.	.	.	1
0.8708	104114	2	1	2	2	4	4	59.18	0	1	0	1	1	1	0	0	1	1
0.510709	104115	2	1	2	2	4	3	48.46	.	.	.	.	.	.	.	.	.	1
0.872658	104116	2	1	1	2	2	3	63.82	0	1	1	1	1	0	1	1	1	0
0.335093	104119	2	1	2	3	5	3	75.3	1	1	1	1	1	1	1	1	1	1
0.376094	104120	2	1	2	5	4	3	65.42	0	1	1	0	0	1	1	1	1	1
0.878261	104121	2	1	1	2	2	3	58.06	1	1	1	1	1	1	1	1	1	0
0.468814	104122	2	1	1	2	2	3	69.19	1	1	1	1	1	0	0	0	0	0
0.173237	104123	2	1	2	4	4	3	84.55	1	1	1	1	1	1	1	1	1	1
0.189569	104125	2	1	2	4	4	3	92.01	1	1	1	1	1	1	1	1	1	1
0.235638	104126	2	1	2	1	2	3	.	0	0	0	0	0	0	0	0	0	1
0.648382	104127	2	1	2	3	3	3	75.81	0	1	1	1	1	0	1	1	1	1
0.555452	104128	2	1	1	2	5	3	64.27	1	1	1	1	1	1	1	1	1	0
0.910146	104129	2	1	2	5	4	3	51.78	1	1	1	0	1	1	1	1	1	1
0.488126	104130	2	1	1	2	2	3	66.37	1	1	1	0	0	1	0	1	1	0
0.552191	104131	2	1	2	2	2	3	66.65	1	1	1	1	1	0	0	1	1	1
0.482057	104133	2	1	1	5	5	3	53.11	1	0	0	0	1	0	0	1	0	0
0.006687	104134	2	1	1	2	.	3	49.23	1	1	0	1	1	0	0	0	0	0
0.018178	104135	2	1	1	2	4	3	72.08	1	1	1	1	1	1	1	1	1	0
0.560943	104137	2	1	1	3	2	3	61.4	1	1	1	1	1	1	1	.	1	0
0.627474	104138	2	1	1	2	.	3	64.6	1	1	1	1	1	1	1	0	1	0
0.819263	104139	2	1	1	4	4	3	76.46	1	1	1	0	1	1	1	1	1	0
0.68579	104141	2	1	1	1	2	3	50.05	0	0	1	1	1	0	0	0	0	0
0.85557	104142	2	1	1	2	4	3	62.78	1	1	1	1	1	1	1	1	1	0
0.857297	104143	2	1	2	4	4	3	56.72	1	1	1	0	0	1	1	1	1	1
0.419483	104145	2	1	2	5	4	3	.	.	.	.	.	.	.	.	.	.	1
0.17895	104146	2	1	1	2	4	3	.	0	0	1	0	0	0	0	1	1	0
0.82323	104147	2	1	2	2	4	3	.	1	1	1	1	1	.	1	1	1	1
0.42063	104149	2	1	2	2	3	3	73.48	1	1	1	1	1	1	1	0	0	1
0.018001	104150	2	1	2	2	4	3	76.08	1	1	1	1	1	1	1	1	1	1
0.867089	104152	2	1	2	2	2	3	32.74	0	0	0	0	0	0	0	1	1	1
0.674806	104153	2	1	2	2	2	3	61.89	1	1	1	0	1	1	1	0	1	1
0.160291	104154	2	1	2	3	2	3	52.55	0	0	0	0	0	0	1	0	0	1
0.759181	104155	2	1	1	2	2	3	61.53	1	0	1	0	0	0	1	0	0	0
0.225459	104156	2	1	2	2	4	3	37.16	1	1	1	1	1	1	1	1	1	1
0.876544	104157	2	1	1	2	2	3	72.48	0	1	1	1	1	1	1	1	1	0
0.320595	104158	2	1	1	2	2	3	.	1	1	1	1	0	0	0	0	0	0
0.301247	104159	2	1	1	4	2	3	62.65	1	1	1	0	1	0	1	0	0	0
0.734844	104161	2	1	2	3	3	3	74.77	1	1	1	1	1	1	1	1	1	1
0.184529	104162	2	1	2	2	5	3	78.46	1	1	1	1	1	1	1	1	1	1
0.587151	104163	2	1	2	4	4	3	79.91	0	1	0	0	0	1	1	1	1	1
0.416959	104164	2	1	1	2	2	3	42.84	1	0	1	1	1	1	1	1	1	0
0.650729	104165	2	1	1	2	2	3	58.61	1	1	1	1	1	1	1	1	1	0
0.002515	104166	2	1	1	2	4	3	57.96	1	1	1	1	1	1	1	1	1	0
0.200453	104167	2	1	1	4	4	3	55.42	0	0	0	1	1	1	0	1	1	0
0.361587	104169	2	1	1	2	2	3	68.07	1	1	1	1	1	1	1	1	1	0
0.060432	104170	2	1	1	2	5	3	68.42	1	1	1	1	1	1	1	1	1	0
0.021891	104171	2	1	1	4	5	3	77.8	1	1	1	0	0	1	1	0	1	0
0.378481	104172	2	1	1	3	2	3	.	0	0	1	1	0	0	0	1	1	0
0.81016	104173	2	1	2	2	5	3	.	1	1	1	0	0	1	1	1	1	1
0.165316	104175	2	1	2	3	2	3	75.57	1	1	1	0	1	1	1	1	1	1
0.108322	104177	2	1	1	2	2	3	57.08	1	1	1	0	1	1	1	1	1	0
0.272052	104178	2	1	1	2	2	3	65.76	0	0	1	1	1	1	0	1	0	0
0.643913	104179	2	1	1	2	2	3	.	1	1	1	0	1	0	1	1	0	0
0.8397	104180	2	1	1	4	2	3	74.18	1	0	1	1	1	1	1	1	1	0
0.707152	104181	2	1	1	2	5	3	62.5	1	1	1	1	1	1	1	1	1	0
0.25329	104185	2	1	2	5	.	3	90.11	1	1	1	1	1	1	1	1	1	1
0.638703	104188	2	1	1	4	4	3	71.3	1	1	1	1	1	1	1	1	1	0
0.120504	104189	2	1	2	2	2	3	71.77	1	1	1	1	1	1	1	0	1	1
0.921511	104190	2	1	1	4	2	3	.	.	1	1	1	1	1	1	1	1	0
0.804913	104192	2	1	1	2	4	3	54.72	1	1	1	1	0	1	0	1	1	0
0.372165	104193	2	1	1	2	5	3	80.16	1	1	1	1	1	0	1	1	1	0
0.95801	104195	2	1	2	2	2	3	71.22	1	1	1	1	1	1	1	1	1	1
0.185152	104197	2	1	1	2	2	3	61.09	0	1	1	0	1	1	1	1	1	0
0.432684	105101	3	1	2	3	2	3	62.32	1	0	1	1	1	1	1	0	1	1
0.281655	105102	3	1	2	3	2	3	79.21	1	1	1	1	1	1	1	1	1	1
0.239658	105103	3	1	2	2	2	3	83.06	1	1	1	1	1	1	1	1	1	1
0.600169	105104	3	1	2	2	3	3	83.8	1	0	1	1	1	0	0	0	0	1
0.725203	105105	3	1	2	2	2	3	80.21	0	1	1	0	1	0	0	0	0	1
0.583492	105107	3	1	1	2	2	1	.	1	1	1	1	1	0	1	1	0	0
0.572956	105108	3	1	1	2	3	3	.	1	1	1	1	1	1	1	1	1	0
0.979813	105109	3	1	1	2	.	3	.	1	1	1	1	1	1	1	0	1	0
0.621556	105110	3	1	1	2	5	3	73.43	1	0	1	1	1	0	1	0	0	0
0.250341	105111	3	1	1	1	2	3	.	1	1	1	1	1	1	1	1	1	0
0.152817	105112	3	1	1	2	2	3	80.4	1	1	1	1	1	1	1	1	1	0
0.572876	105113	3	1	1	2	2	3	74.48	1	0	0	0	1	1	0	1	0	0
0.959776	105114	3	1	1	1	2	3	70.43	1	1	1	1	1	1	1	1	1	0
0.995642	105115	3	1	2	4	2	3	.	1	1	0	.	1	0	1	1	1	1
0.145255	105117	3	1	1	2	2	3	71.36	1	0	1	1	1	1	1	1	1	0
0.682511	105118	3	1	1	2	2	5	69.05	1	1	1	1	1	1	1	1	1	0
0.58227	105119	3	1	1	2	2	3	69.06	1	1	1	1	1	0	0	0	0	0
0.744401	105120	3	1	2	3	2	3	70.39	1	1	1	1	1	1	1	1	1	1
0.139184	105121	3	1	2	2	2	3	.	1	1	1	1	1	1	1	1	1	1
0.902629	105122	3	1	2	2	4	3	45.49	1	1	1	1	1	1	1	1	1	1
0.45945	105123	3	1	2	2	2	3	.	1	1	1	0	0	1	1	1	1	1
0.035083	105124	3	1	2	2	2	3	.	1	1	1	1	1	1	0	1	1	1
0.83093	105125	3	1	2	2	2	1	.	1	1	1	1	1	1	1	0	1	1
0.280857	105126	3	1	2	2	2	3	72.76	1	1	1	1	0	1	1	1	1	1
0.458131	105128	3	1	1	4	5	3	73.29	1	1	1	1	1	1	1	1	1	0
0.623668	105129	3	1	1	2	2	5	63.72	1	1	1	1	1	1	1	1	1	0
0.005895	105130	3	1	1	2	2	3	.	1	1	1	1	1	1	1	1	1	0
0.924384	105131	3	1	1	2	2	3	70.37	1	1	1	1	0	1	1	1	0	0
0.962411	105132	3	1	1	1	3	3	66.57	1	1	1	1	1	1	1	1	1	0
0.400096	105133	3	1	2	2	3	3	.	1	1	1	1	1	1	1	1	1	1
0.911032	105134	3	1	2	2	.	3	62.82	1	1	1	1	1	1	1	1	1	1
0.041268	105135	3	1	1	1	1	3	.	1	1	1	1	1	1	1	1	1	0
0.74616	105136	3	1	1	1	2	3	60.74	.	.	.	.	.	.	.	.	.	0
0.141527	105137	3	1	1	2	2	3	59.17	0	1	1	1	1	1	1	1	0	0
0.89836	105139	3	1	2	1	3	3	60.91	1	1	1	1	1	1	1	1	1	1
0.192727	105140	3	1	2	1	1	3	56.61	1	1	1	1	1	1	1	1	0	1
0.687866	105142	3	1	2	3	2	.	.	.	.	.	.	.	.	.	.	.	1
0.390561	105143	3	1	1	3	2	3	.	1	1	1	0	0	1	1	1	1	0
0.569584	105144	3	1	1	2	2	3	49.07	1	1	1	1	1	1	1	1	1	0
0.069621	105145	3	1	1	1	2	3	45.49	1	1	1	1	1	0	1	1	0	0
0.834762	105146	3	1	1	2	2	1	52.87	1	1	1	0	0	1	1	0	1	0
0.694148	105147	3	1	1	2	3	3	45.06	1	1	1	1	1	1	0	1	1	0
0.239887	105150	3	1	2	2	1	3	55.25	0	0	0	0	0	0	0	0	0	1
0.858538	105151	3	1	2	2	2	1	.	1	1	0	0	1	1	1	1	1	1
0.228803	105152	3	1	2	4	2	3	69.06	1	1	1	1	1	1	1	1	1	1
0.072105	105153	3	1	2	3	2	3	46.17	1	1	1	0	0	0	0	0	0	1
0.074609	105154	3	1	2	3	4	3	50.42	1	0	0	0	0	0	0	0	0	1
0.83744	105156	3	1	2	3	2	2	59.7	.	.	.	.	.	.	.	.	.	1
0.228259	105157	3	1	1	2	1	3	33.34	0	0	0	0	0	1	1	1	1	0
0.574391	105158	3	1	1	5	1	3	51.74	1	1	1	1	1	0	1	0	0	0
0.959226	105159	3	1	1	1	5	2	42.84	1	1	1	1	1	1	1	1	1	0
0.061376	105160	3	1	2	2	2	3	85.76	1	1	1	1	1	1	1	1	1	1
0.828534	105161	3	1	2	1	2	3	.	1	1	1	1	0	1	1	1	1	1
0.330124	105162	3	1	1	2	4	3	72.07	0	1	1	1	1	1	1	1	1	0
0.601826	105163	3	1	1	2	5	3	71.89	1	0	1	1	1	0	1	0	0	0
0.138293	105164	3	1	1	2	4	3	79.23	0	0	0	1	0	1	0	1	0	0
0.673234	105165	3	1	2	1	2	3	.	0	0	0	0	0	1	0	1	0	1
0.315054	105167	3	1	2	2	1	3	39.01	.	.	.	.	.	.	.	.	.	1
0.821419	105168	3	1	2	2	2	3	58.43	1	1	1	1	1	1	1	1	1	1
0.437945	105169	3	1	1	2	.	3	.	1	1	1	1	1	1	1	1	1	0
0.253492	106101	3	1	1	1	3	2	47.72	1	1	1	1	1	1	1	1	1	0
0.761497	106102	3	1	1	5	2	2	43.57	0	1	1	1	1	1	1	0	0	0
0.825309	106103	3	1	1	1	2	3	.	0	0	1	0	0	1	1	1	0	0
0.741144	106104	3	1	1	1	2	2	63.09	.	.	.	.	.	.	.	.	.	0
0.553281	106105	3	1	1	2	2	2	48.46	1	1	1	1	1	1	1	0	1	0
0.533238	106106	3	1	1	2	2	3	43.55	1	1	1	1	1	1	1	0	1	0
0.263814	106107	3	1	1	4	5	3	76.16	1	1	1	1	0	0	1	1	1	0
0.851518	106108	3	1	1	2	2	3	62.46	0	0	1	1	1	1	0	1	1	0
