     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     0.000   999.000     0.000     0.016     0.443     0.000     0.221     0.320     2.000
     0.000     0.000     0.000     1.000     0.000     1.000     0.000     1.000     0.000   999.000     1.000     0.807     0.000     0.173     0.000     0.020     1.000
     0.000     1.000     1.000     1.000     1.000     0.000     0.000     1.000     0.000   999.000     1.000     0.004     0.004     0.011     0.000     0.981     5.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     1.000     0.004     0.027     0.000     0.964     0.004     4.000
     1.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     1.000    40.790     0.000     0.147     0.003     0.033     0.572     0.245     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000   999.000     0.000     0.001     0.918     0.000     0.006     0.075     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000   999.000     1.000     0.005     0.788     0.000     0.191     0.017     2.000
     1.000     1.000     1.000     0.000     0.000     1.000     1.000     0.000     0.000    42.260     0.000     0.013     0.004     0.002     0.572     0.408     4.000
     1.000     0.000     0.000   999.000     0.000     0.000     1.000     0.000     1.000   999.000     1.000     0.688     0.001     0.122     0.058     0.132     1.000
     1.000     1.000     1.000     0.000     0.000   999.000     1.000     1.000     0.000    50.520     0.000     0.012     0.011     0.000     0.825     0.153     4.000
     1.000     1.000     1.000     0.000     0.000     0.000     1.000     1.000     0.000    51.660     0.000     0.013     0.003     0.002     0.492     0.490     4.000
     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     1.000   999.000     0.000     0.001     0.918     0.000     0.006     0.075     2.000
     1.000     1.000     1.000     0.000     1.000     1.000     1.000     1.000     1.000   999.000     0.000     0.005     0.788     0.000     0.191     0.017     2.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000   999.000     1.000     0.135     0.000     0.843     0.000     0.021     3.000
     1.000     1.000     0.000     0.000     0.000     1.000     1.000     1.000     1.000   999.000     0.000     0.048     0.010     0.000     0.938     0.004     4.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000    41.340     0.000     0.007     0.001     0.020     0.146     0.826     5.000
